r,φ,x,y,timestamp,J_t_ABS_Schw,J_r_ABS_Schw,J_φ_ABS_Schw,J_t_SCATT_Schw,J_r_SCATT_Schw,J_φ_SCATT_Schw,J_X_TOTAL_Schw,J_Y_TOTAL_Schw,n
26,-1.4881228359109548,2.1470629822806364,-25.911196818173416,2024-09-10T12:46:13.898,-1.2839866591736662,-1.230770203317373,-0.46888516497417987,-25.653689971359082,-1.0200485186732802,-384.48945704770176,-14.941390917712233,1.0204538066727897,1.0369695123676477
27,-1.4881228359109548,2.2296423277529684,-26.907781311180084,2024-09-10T12:46:15.437,-1.235769898516895,-1.1805468364041871,-0.43422005085640963,-25.679421992123903,-1.023093868473676,-397.58495706278853,-14.873076682277365,0.9787747793995263,1.035459236078644
28,-1.4881228359109548,2.312221673225301,-27.904365804186757,2024-09-10T12:46:16.987,-1.1911085548402929,-1.1342881009844124,-0.4032842064434481,-25.703334859287498,-1.0258812222449318,-410.68287188399955,-14.809888527730793,0.9403903318460141,1.0340651155102687
5,-1.1574288723751869,2.0084771232648477,-4.578866633275287,2024-09-10T12:46:18.549,-13.19670960309876,-17.664364110119784,-25.886272035259612,-16.128558195857405,-0.020815718159280527,-73.47882224527262,-25.303236409719975,8.212715215295887,1.2755621184957786
6,-1.1574288723751869,2.410172547917817,-5.494639959930344,2024-09-10T12:46:20.142,-10.072224375325709,-12.709226382192252,-17.19878837066519,-19.172445457969218,-1.4631986709812013,-96.22765756015775,-23.005150586885183,5.384914776870964,1.2304599036114376
7,-1.1574288723751869,2.811867972570787,-6.410413286585402,2024-09-10T12:46:21.593,-8.106890596798777,-9.807175881184293,-12.06246145826173,-20.817325740906714,-2.4187756306528576,-113.39420595910248,-21.323947308885007,3.9968618169807533,1.1923151442189532
8,-1.1574288723751869,3.2135633972237563,-7.326186613240459,2024-09-10T12:46:23.078,-6.7918575766015525,-7.952986740621389,-8.90140926605078,-21.82184548718876,-3.0345719899164463,-128.14870779746258,-20.10200727287767,3.1805625889115543,1.1633766625068551
9,-1.1574288723751869,3.6152588218767256,-8.241959939895516,2024-09-10T12:46:24.506,-5.855939973081302,-6.6805431843990934,-6.839677123279964,-22.495086014542764,-3.4484161855264586,-141.74141944529174,-19.187268311245724,2.644236742026605,1.141347186575316
10,-1.1574288723751869,4.0169542465296955,-9.157733266550574,2024-09-10T12:46:25.878,-5.156061335643188,-5.757741802377883,-5.424184363780124,-22.97852352667074,-3.740191619935772,-154.72250623320605,-18.481083159481937,2.2649347978880208,1.1242241295049125
11,-1.1574288723751869,4.418649671182665,-10.073506593205632,2024-09-10T12:46:27.304,-4.612196516865335,-5.059375820887265,-4.410600233013242,-23.34399362265091,-3.954816205079449,-167.3583736899765,-17.92109102700885,1.9823374439815558,1.1106158453163721
12,-1.1574288723751869,4.820345095835634,-10.989279919860689,2024-09-10T12:46:28.788,-4.176683765991619,-4.512931981889781,-3.6595202288109374,-23.631262244971143,-4.118399276498352,-179.78854911235786,-17.46690366924282,1.763488763641866,1.0995803519194514
13,-1.1574288723751869,5.222040520488604,-11.905053246515745,2024-09-10T12:46:30.268,-3.8195150873002386,-4.073835905776693,-3.0870932656252243,-23.863958776856514,-4.246801580280944,-192.09088859952618,-17.091499680843043,1.5888869237107315,1.0904720834380575
14,-1.1574288723751869,5.623735945141574,-12.820826573170804,2024-09-10T12:46:31.759,-3.520888389776956,-3.713297837740047,-2.6405120236769344,-24.056965822948577,-4.35008013313953,-204.31112279364612,-16.776221114818625,1.4462604091430071,1.0828389352197014
15,-1.1574288723751869,6.025431369794543,-13.736599899825862,2024-09-10T12:46:33.227,-3.2672109861509884,-3.4119404900548114,-2.285187231626388,-24.220119918022682,-4.434863365379676,-216.4772651357787,-16.507813123658455,1.3275019235109822,1.0763569491575296
16,-1.1574288723751869,6.427126794447513,-14.652373226480918,2024-09-10T12:46:34.534,-3.04883774585055,-3.156262124412886,-1.9976890152412545,-24.360189357459372,-4.505671455395477,-228.607079445064,-16.276619660217282,1.2270393783873201,1.0707888842422453
17,-1.1574288723751869,6.828822219100482,-15.568146553135975,2024-09-10T12:46:35.997,-2.858729443808801,-2.9365744700980443,-1.7616820787041516,-24.481991386041173,-4.565680189937553,-240.7121527293474,-16.075449037928202,1.1409158815251326,1.0659574993747498
18,-1.1574288723751869,7.230517643753451,-16.48391987979103,2024-09-10T12:46:37.473,-2.6916236958900477,-2.745748492010644,-1.5654897190470884,-24.58905523032127,-4.617179960687248,-252.80023527758186,-15.898840569673043,1.0662430430680265,1.0617279923712988
19,-1.1574288723751869,7.632213068406421,-17.39969320644609,2024-09-10T12:46:38.961,-2.5435040290208044,-2.578422999485731,-1.4005812712050367,-24.68403022766744,-4.661860824068326,-264.87660466697747,-15.742575431371453,1.0008626303473198,1.0579961488544276
20,-1.1574288723751869,8.033908493059391,-18.315466533101148,2024-09-10T12:46:40.450,-2.411249160888582,-2.430489117122161,-1.260604328175864,-24.768948424299722,-4.7009954499841,-276.94492247402843,-15.603344760263715,0.9431289845273758,1.0546802403550486
21,-1.1574288723751869,8.43560391771236,-19.231239859756204,2024-09-10T12:46:41.943,-2.2923948557829212,-2.2987448892599742,-1.140747648609142,-24.845397003359196,-4.735559488374076,-289.0077600744428,-15.478517605137661,0.8917650814560361,1.0517153128031422
22,-1.1574288723751869,8.83729934236533,-20.147013186411264,2024-09-10T12:46:43.422,-2.1849683093140757,-2.1806580773537587,-1.0373118875136116,-24.914636050764976,-4.766312941234263,-301.06694453952093,-15.365976469038038,0.8457645064628405,1.04904914029692
23,-1.1574288723751869,9.2389947670183,-21.06278651306632,2024-09-10T12:46:44.958,-2.0873704624263336,-2.0741996570953476,-0.9474139171312718,-24.977680163901354,-4.793856327171274,-313.1237857776277,-15.26399828909749,0.8043231749452886,1.0466392726472906
24,-1.1574288723751869,9.640690191671268,-21.978559839721378,2024-09-10T12:46:46.489,-1.9982907674415493,-1.977724615078025,-0.8687791935651005,-25.03535657892099,-4.8186702818590765,-325.1792266713576,-15.171166858408087,0.7667908234810454,1.0444508684137888
25,-1.1574288723751869,10.042385616324239,-22.894333166376434,2024-09-10T12:46:48.021,-1.9166443908101627,-1.8898850972973236,-0.7995933810358823,-25.08834750177962,-4.841143967159787,-337.2339523228574,-15.086307765208929,0.7326357306307898,1.0424550786872444
26,-1.1574288723751869,10.444081040977208,-23.81010649303149,2024-09-10T12:46:49.553,-1.8415252273190168,-1.809566115155927,-0.738394630452099,-25.137220852816352,-4.8615958020389805,-349.28845305237246,-15.008438708528763,0.701418940799015,1.0406278109014189
27,-1.1574288723751869,10.845776465630177,-24.72587981968655,2024-09-10T12:46:51.114,-1.7721702504870522,-1.7358372599628156,-0.6839942390873464,-25.18245412929556,-4.880288818831417,-361.3430906555428,-14.93673231082285,0.6727746182790781,1.0389488038070371
28,-1.1574288723751869,11.247471890283148,-25.641653146341607,2024-09-10T12:46:52.648,-1.7079321187816188,-1.6679159616615227,-0.6354174398345266,-25.22445168676601,-4.89744219724421,-373.3981192211342,-14.870486338946609,0.6463955838816009,1.0374008913842587
5,-0.8267349088394191,3.386407858128706,-3.6786195533656576,2024-09-10T12:46:54.187,-16.09235247729224,-22.173648897677413,-26.152361399711243,-13.244227190877988,0.028251862697054018,-52.85723755495083,-26.624519532855473,5.590549039278313,1.3050236246055693
6,-0.8267349088394191,4.063689429754447,-4.414343464038788,2024-09-10T12:46:55.772,-13.100634851676965,-16.85402712075828,-19.3596615523693,-15.73628521417577,-1.7994583617795694,-68.77161064315845,-23.440376002626493,3.7755341965700584,1.2366896419593782
7,-0.8267349088394191,4.7409710013801885,-5.15006737471192,2024-09-10T12:46:57.241,-10.946028637537314,-13.45864271094823,-14.510773317169551,-17.46916703049287,-3.177170725526034,-82.35789683993465,-21.448357988055108,2.866884980811605,1.190659733249304
8,-0.8267349088394191,5.41825257300593,-5.885791285385052,2024-09-10T12:46:58.732,-9.37789360131688,-11.151847188697861,-11.167203067147987,-18.72070031686722,-4.165259312461323,-94.57574185604328,-20.09869558448693,2.316943004490536,1.158765874867193
9,-0.8267349088394191,6.095534144631671,-6.6215151960581835,2024-09-10T12:47:00.159,-8.20069496408964,-9.501154789672228,-8.82275158775521,-19.658808812256186,-4.885323826898083,-105.95807221400126,-19.126696465114406,1.9468166711595014,1.1356305832897056
10,-0.8267349088394191,6.772815716257412,-7.357239106731315,2024-09-10T12:47:01.525,-7.288720003692093,-8.268747951644187,-7.133088584342945,-20.386108009797848,-5.425344197904731,-116.81735905183427,-18.394087059491568,1.6801356315099358,1.1181725908254037
11,-0.8267349088394191,7.450097287883153,-8.092963017404447,2024-09-10T12:47:02.929,-6.562518085987381,-7.316467321375649,-5.8812581148113106,-20.966320551794965,-5.842142929945218,-127.3390431165038,-17.822389777148434,1.478590103089001,1.1045705142864357
12,-0.8267349088394191,8.127378859508894,-8.828686928077577,2024-09-10T12:47:04.381,-5.970726378258078,-6.5598129474425155,-4.930339643999551,-21.440287165940568,-6.172189545888253,-137.63597960913708,-17.363938152891905,1.3207769347049094,1.0936946088973754
13,-0.8267349088394191,8.804660431134636,-9.564410838750709,2024-09-10T12:47:05.823,-5.479072636249948,-5.944678525548318,-4.191989232062869,-21.835122433535656,-6.439378626306955,-147.7789686636696,-16.988160417972317,1.1937754804478313,1.084811849981903
14,-0.8267349088394191,9.481942002760377,-10.30013474942384,2024-09-10T12:47:07.255,-5.06395132656712,-5.435009277418662,-3.607647086162626,-22.169444814325843,-6.659800672460954,-157.8137938419257,-16.674564304662333,1.0893146461832046,1.0774277028307606
15,-0.8267349088394191,10.159223574386118,-11.035858660096972,2024-09-10T12:47:08.681,-4.708622769760513,-5.00593819025254,-3.137443015056346,-22.456434215945904,-6.844596270789234,-167.77091107352695,-16.408906113496762,1.0018496465054074,1.071197247289819
16,-0.8267349088394191,10.83650514601186,-11.771582570770104,2024-09-10T12:47:10.012,-4.400903578843595,-4.639797702541447,-2.753546603866597,-22.705675328186597,-7.001682371597488,-177.6711038831055,-16.18098051054432,0.9275220685537393,1.0658729850121027
17,-0.8267349088394191,11.5137867176376,-12.507306481443235,2024-09-10T12:47:11.436,-4.1317208613664596,-4.323708525485829,-2.4360866202605744,-22.924304829669882,-7.136819851703592,-187.52888041493978,-15.983285167318968,0.8635629073736917,1.0612729266762917
18,-0.8267349088394191,12.191068289263342,-13.243030392116367,2024-09-10T12:47:12.881,-3.8941803221048477,-4.048069536346886,-2.1705827512931615,-23.117748064131217,-7.25429082220671,-197.3545805227269,-15.810182242369272,0.8079325316591985,1.0572603932750435
19,-0.8267349088394191,12.868349860889083,-13.978754302789499,2024-09-10T12:47:14.330,-3.6829490453478657,-3.805581799839152,-1.946287779516562,-23.290204884108334,-7.357339366986855,-207.15570154867234,-15.65735307170041,0.7590951752739095,1.0537308102575902
20,-0.8267349088394191,13.545631432514824,-14.71447821346263,2024-09-10T12:47:15.798,-3.4938363670566455,-3.590599958680869,-1.7550930393880337,-23.44497944953332,-7.448465346046198,-216.93777374991188,-15.521434058391836,0.715871870050087,1.0506028637719977
21,-0.8267349088394191,14.222913004140565,-15.45020212413576,2024-09-10T12:47:17.251,-3.323502754240148,-3.3986903185994093,-1.5907890459128282,-23.584708244391216,-7.5296247261967375,-226.7049324183653,-15.399766435696133,0.6773424423607359,1.0478123956663903
22,-0.8267349088394191,14.900194575766307,-16.185926034808894,2024-09-10T12:47:18.746,-3.1692534202686726,-3.2263229958266075,-1.4485564692380122,-23.711521993508562,-7.602369022220806,-236.46031132453965,-15.290220939409503,0.642778007944111,1.0453081336285994
23,-0.8267349088394191,15.577476147392048,-16.921649945482024,2024-09-10T12:47:20.257,-3.0288892788784647,-3.070653134107562,-1.3246090991939954,-23.82716231240253,-7.667944236027956,-246.20631325342748,-15.191072286762214,0.6115936298241005,1.0430486241290582
24,-0.8267349088394191,16.25475771901779,-17.657373856155154,2024-09-10T12:47:21.721,-2.9005974872540206,-2.9293626013304306,-1.215939216950932,-23.933067334034035,-7.727362235468166,-255.94479902688911,-15.100907679697839,0.5833143986376257,1.040999999057963
25,-0.8267349088394191,16.93203929064353,-18.393097766828287,2024-09-10T12:47:23.186,-2.782869829652162,-2.800543569652517,-1.120133200003419,-24.030435693949563,-7.781453137837993,-265.67722529181515,-15.018559198862079,0.5575506297677135,1.0391343274550975
26,-0.8267349088394191,17.60932086226927,-19.128821677501417,2024-09-10T12:47:24.643,-2.674441010885834,-2.6826116245128344,-1.0352360983849456,-24.120274628472686,-7.830904272294541,-275.40473883130824,-14.943052855350231,0.533979619732369,1.0374283677937424
27,-0.8267349088394191,18.286602433895013,-19.86454558817455,2024-09-10T12:47:26.097,-2.5742414083965333,-2.574240034399058,-0.9596508821128888,-24.20343730706898,-7.876289565744451,-285.1282545506932,-14.873570096399455,0.512331683258183,1.0358626383776013
28,-0.8267349088394191,18.963884005520754,-20.60026949884768,2024-09-10T12:47:27.572,-2.481360473204928,-2.47430941251401,-0.8920625831600931,-24.28065111010114,-7.9180919777027805,-294.8485022861071,-14.809417836899357,0.49237981466155123,1.034420675833682
5,-0.4960409453036516,4.397368756032446,-2.379736965185368,2024-09-10T12:47:29.048,-18.143218764247738,-25.67125420181643,-19.43780297251358,-10.583718766079528,0.07717700479743267,-30.281470177262463,-27.24207076899758,3.436075186252081,1.2999140164254874
6,-0.4960409453036516,5.276842507238935,-2.855684358222441,2024-09-10T12:47:30.656,-15.590690285875533,-20.417712382662863,-15.706130387132406,-12.53875138985466,-1.592340704128777,-39.07023219510625,-23.702375114339606,2.4465652076580415,1.2218779578836798
7,-0.4960409453036516,6.156316258445424,-3.331631751259515,2024-09-10T12:47:32.108,-13.543272059461957,-16.883600640179438,-12.549337352988918,-14.210358197386888,-3.0107766767206323,-47.6043332659366,-21.586580177195447,1.9110235417793362,1.1749794010983516
8,-0.4960409453036516,7.035790009651913,-3.8075791442965885,2024-09-10T12:47:33.555,-11.92310441100772,-14.351280502060167,-10.106586550167036,-15.57930480555952,-4.144843627027763,-55.68828044061206,-20.18121759802511,1.5700747502154515,1.1440268461183154
9,-0.4960409453036516,7.9152637608584016,-4.283526537333662,2024-09-10T12:47:34.923,-10.629342980172597,-12.457072482060038,-8.249983319870585,-16.695054095275516,-5.045699169271977,-63.35654866169855,-19.179999598602414,1.3330579502948865,1.1221515412540435
10,-0.4960409453036516,8.794737512064891,-4.759473930370736,2024-09-10T12:47:36.275,-9.580255770083404,-10.992290769635073,-6.832095844617243,-17.61217681033928,-5.768199247146687,-70.69806380656918,-18.430438763890994,1.1585374955044854,1.1059047503017456
11,-0.4960409453036516,9.67421126327138,-5.2354213234078095,2024-09-10T12:47:37.659,-8.715771744822792,-9.828756643256982,-5.735702933387303,-18.375351411641763,-6.355914723753287,-77.79468758392208,-17.84818196701442,1.0246170635629408,1.0933798114714361
12,-0.4960409453036516,10.55368501447787,-5.711368716444882,2024-09-10T12:47:39.031,-7.992619078567005,-8.88382859039736,-4.8754586566797595,-19.018546052830324,-6.841079553040257,-84.70966217491387,-17.3827943451789,0.9185821807792287,1.083440221817996
13,-0.4960409453036516,11.433158765684357,-6.187316109481956,2024-09-10T12:47:40.381,-7.379479680226519,-8.10210247918441,-4.1905833623434825,-19.567148497198684,-7.24718846833641,-91.48936565374463,-17.002269434139578,0.8325316517151151,1.0753675247393826
14,-0.4960409453036516,12.312632516890847,-6.66326350251903,2024-09-10T12:47:41.721,-6.853381207314493,-7.445190623391491,-3.637763503439704,-20.04018298457811,-7.59144235062937,-98.16736051856117,-16.685315676897833,0.7612938129211742,1.0686857416103763
15,-0.4960409453036516,13.192106268097335,-7.139210895556103,2024-09-10T12:47:43.049,-6.397199762308883,-6.885731657938376,-3.1858361036310447,-20.45204922853111,-7.886581846434824,-104.76798362351529,-16.417217909524673,0.7013407153659488,1.0630672921027584
16,-0.4960409453036516,14.071580019303825,-7.615158288593177,2024-09-10T12:47:44.247,-5.997960403748419,-6.4037380223837985,-2.8120874156960345,-20.813785108970045,-8.142178248624646,-111.30903016601738,-16.18747957281767,0.6501829678053745,1.0582794803723135
17,-0.4960409453036516,14.951053770510315,-8.09110568163025,2024-09-10T12:47:45.529,-5.645676838011194,-5.9842914070139095,-2.4997284762010232,-21.13396412769905,-8.365527555351424,-117.80365566299953,-15.988411585764869,0.606013717942453,1.0541525557173803
18,-0.4960409453036516,15.830527521716803,-8.567053074667324,2024-09-10T12:47:46.858,-5.332550225354709,-5.616044364180611,-2.2361753753283766,-21.419331736185374,-8.562270412809886,-124.26170319557839,-15.814252101069748,0.5674895231888488,1.0505598295948435
19,-0.4960409453036516,16.710001272923293,-9.043000467704397,2024-09-10T12:47:48.187,-5.052407908520105,-5.290219756084778,-2.011868432274227,-21.675260402644597,-8.736826657837629,-130.69062263413105,-15.660598321293614,0.5335910352102395,1.047404883912034
20,-0.4960409453036516,17.589475024129783,-9.518947860741472,2024-09-10T12:47:49.570,-4.800304120755895,-4.999926529774426,-1.819453190207236,-21.90607766348943,-8.892702436075542,-137.09612125951705,-15.524027786295688,0.5035304706124615,1.0446130635159125
21,-0.4960409453036516,18.46894877533627,-9.994895253778544,2024-09-10T12:47:50.949,-4.572231587462471,-4.7396817354244645,-1.6532043079190417,-22.11530602471862,-9.032711303889503,-143.48261653571117,-15.401839863033764,0.4766895728586391,1.042125680076877
22,-0.4960409453036516,19.34842252654276,-10.470842646815619,2024-09-10T12:47:52.326,-4.36491013322968,-4.5050701191999805,-1.508615412004565,-22.305840642297653,-9.159134968242718,-149.85356457634202,-15.291874931410835,0.4525762336039545,1.0398959796830387
23,-0.4960409453036516,20.22789627774925,-10.946790039852692,2024-09-10T12:47:53.704,-4.175629582540459,-4.292497447958668,-1.382103166805662,-22.480082187406136,-9.27384187604045,-156.2116951902622,-15.192385313107032,0.4307938774454767,1.0378862618147877
24,-0.4960409453036516,21.10737002895574,-11.422737432889765,2024-09-10T12:47:55.067,-4.00213148634961,-4.0990089115723745,-1.27079108471337,-22.640037698029644,-9.37837582239067,-162.55918322911336,-15.10194149076474,0.4110193761771992,1.0360657988017103
25,-0.4960409453036516,21.98684378016223,-11.89868482592684,2024-09-10T12:47:56.427,-3.8425189973533533,-3.922153498282809,-1.172349695836193,-22.787397858545678,-9.474022888726054,-168.8977772773564,-15.019362841561481,0.3929867265705669,1.0344093022433565
26,-0.4960409453036516,22.866317531368715,-12.374632218963912,2024-09-10T12:47:57.782,-3.6951874189714187,-3.7598813649667804,-1.084877042346062,-22.92359669265781,-9.56186266208339,-175.2288924892379,-14.943665690740023,0.37647502194717664,1.0328957686325513
27,-0.4960409453036516,23.745791282575205,-12.850579612000987,2024-09-10T12:47:59.142,-3.558770123792492,-3.610465233870834,-1.006808366813197,-23.049858563412105,-9.642807785623662,-181.55368457670878,-14.874023911849402,0.36129920390569126,1.0315076195029165
28,-0.4960409453036516,24.625265033781695,-13.32652700503806,2024-09-10T12:48:00.506,-3.432096029236391,-3.4724395202109677,-0.9368471747873082,-23.167234914399927,-9.717634822362397,-187.873101264933,-14.809738544303647,0.3473031537635336,1.0302300251246959
5,-0.1653469817678841,4.931806517013611,-0.8229729514036708,2024-09-10T12:48:01.862,-19.158747060656903,-27.54135031319372,-7.1597294646054666,-9.095564165228705,0.09879888602108573,-9.674960714804085,-27.62245058091884,1.1958781188647727,1.2879684732420549
6,-0.1653469817678841,5.918167820416334,-0.9875675416844049,2024-09-10T12:48:03.511,-16.93889382452039,-22.42933924302659,-6.059333701294653,-10.751694641639512,-1.3521558722440257,-12.416637787418395,-23.963987344967673,0.8769748915548243,1.2085313616576672
7,-0.1653469817678841,6.9045291238190565,-1.152162131965139,2024-09-10T12:48:04.980,-15.062220059895752,-18.93504778678608,-5.027676075084969,-12.311650777126726,-2.6703765703150903,-15.283918114451781,-21.78835146137857,0.694054467187228,1.1630334726944105
8,-0.1653469817678841,7.890890427221779,-1.3167567222458731,2024-09-10T12:48:06.419,-13.502491567234388,-16.366687073428473,-4.168996426907698,-13.67054153035333,-3.795906312359176,-18.08984996297168,-20.345562604692613,0.5742457051604579,1.133588018619119
9,-0.1653469817678841,8.8772517306245,-1.4813513125266073,2024-09-10T12:48:07.747,-12.205255495658733,-14.395110493898558,-3.4801265646862567,-14.829985588834418,-4.740552441024474,-20.790837894949856,-19.318551817404966,0.4896332517185735,1.1129856997516279
10,-0.1653469817678841,9.863613034027223,-1.6459459028073415,2024-09-10T12:48:09.036,-11.118472507329919,-12.834783116621916,-2.9321269936090597,-15.816938492294364,-5.532586200473696,-23.391396456860406,-18.550133295397128,0.4267191372065615,1.0977748354642167
11,-0.1653469817678841,10.849974337429945,-1.8105404930880755,2024-09-10T12:48:10.359,-10.19937004651788,-11.570644013827751,-2.4948967823603314,-16.660762498372847,-6.200232770611471,-25.908006142771878,-17.9535019304128,0.37812433329560236,1.0860937394833126
12,-0.1653469817678841,11.836335640832669,-1.9751350833688097,2024-09-10T12:48:11.671,-9.414413056241733,-10.526894622307184,-2.1433510566350393,-17.38718249339211,-6.767423979112992,-28.35762135050459,-17.47680455853518,0.3394697095055066,1.0768488514892596
13,-0.1653469817678841,12.82269694423539,-2.1397296736495437,2024-09-10T12:48:12.968,-8.73765861044093,-9.651422402639074,-1.8579977257374471,-18.017291615292407,-7.253380505896468,-30.75459362990121,-17.087155439258048,0.3079930995155782,1.069355373338683
14,-0.1653469817678841,13.809058247638113,-2.304324263930278,2024-09-10T12:48:14.242,-8.149032591376054,-8.907204813383819,-1.6240520116906496,-18.567998535948348,-7.673256864271897,-33.11030015190415,-16.762689110179494,0.2818670912896897,1.0631625712040405
15,-0.1653469817678841,14.795419551040835,-2.468918854211012,2024-09-10T12:48:15.477,-7.632906297074037,-8.267230900924963,-1.430363391569311,-19.052782016974756,-8.038957818401926,-35.433543083563066,-16.488300197554153,0.2598350620094303,1.0579616957384592
16,-0.1653469817678841,15.781780854443557,-2.6335134444917463,2024-09-10T12:48:16.611,-7.17700574046952,-7.7113488582469865,-1.2684995832484576,-19.48240712450049,-8.359864385460888,-37.73108306172294,-16.253217862737333,0.2410048110463947,1.0535341978836805
17,-0.1653469817678841,16.76814215784628,-2.7981080347724805,2024-09-10T12:48:17.862,-6.77159813216626,-7.224232808890463,-1.1320411580098761,-19.865518537570747,-8.643415628754294,-40.00811649674921,-16.04955482978968,0.224725591751596,1.0497210896871432
18,-0.1653469817678841,17.754503461249,-2.9627026250532147,2024-09-10T12:48:19.132,-6.408889674473073,-6.794030021876798,-1.0160592787566962,-20.209106347801598,-8.895556124440152,-42.26865670422751,-15.871402312943662,0.2105116215166012,1.0464039625591268
19,-0.1653469817678841,18.740864764651725,-3.127297215333949,2024-09-10T12:48:20.455,-6.082579280947655,-6.41143709917372,-0.9167342163033603,-20.51886684748729,-9.121076453350794,-44.515823480676325,-15.714246798027485,0.1979931343702348,1.043492871317187
20,-0.1653469817678841,19.727226068054446,-3.291891805614683,2024-09-10T12:48:21.781,-5.78752583278654,-6.069054568458648,-0.8310778373968772,-20.79947735734632,-9.323868910400225,-46.75206125747877,-15.574580429965216,0.18688357834474,1.0409182681011004
21,-0.1653469817678841,20.71358737145717,-3.456486395895417,2024-09-10T12:48:23.101,-5.519498227256349,-5.760927100103014,-0.7567307347961372,-21.05480799667249,-9.507122155565236,-48.979299852544216,-15.449635896462343,0.176957551803417,1.0386255484945028
22,-0.1653469817678841,21.69994867485989,-3.621080986176151,2024-09-10T12:48:24.423,-5.274985937295456,-5.482210067226127,-0.6918132050153526,-21.28808455261827,-9.67346890808997,-51.19907537955655,-15.337200701949694,0.168035294141045,1.036571259346949
23,-0.1653469817678841,22.686309978262614,-3.7856755764568852,2024-09-10T12:48:25.744,-5.051054099525206,-5.228923919025587,-0.6348148707260145,-21.502014412972947,-9.825099135615488,-53.41261985918308,-15.23548473098232,0.15997170606986488,1.034720392406445
24,-0.1653469817678841,23.672671281665338,-3.9502701667376194,2024-09-10T12:48:27.061,-4.8452316592951385,-4.997770594903432,-0.5845122465339786,-21.698884985018285,-9.963847389932917,-55.62092882222245,-15.143023997547624,0.15264837753002336,1.0330444391378661
25,-0.1653469817678841,24.659032585068058,-4.114864757018354,2024-09-10T12:48:28.368,-4.6554242570580096,-4.7859945606181835,-0.5399066309183205,-21.880640854287883,-10.091260748381018,-57.8248126097246,-15.05860961965007,0.14596772036922,1.0315199517526994
26,-0.1653469817678841,25.64539388847078,-4.279459347299087,2024-09-10T12:48:29.639,-4.4798457984865525,-4.591276328643925,-0.5001769050878158,-22.0489448068755,-10.208652008405892,-60.02493488970067,-14.981234527013143,0.13984859626313195,1.0301274697301048
27,-0.1653469817678841,26.631755191873502,-4.444053937579822,2024-09-10T12:48:30.932,-4.316964257790044,-4.411649985182279,-0.4646433532301025,-22.20522660530183,-10.317141743136329,-62.22184349670654,-14.910053044439872,0.13422296299949243,1.0288507142117436
28,-0.1653469817678841,27.618116495276226,-4.608648527860556,2024-09-10T12:48:32.234,-4.165458416960571,-4.245438662639672,-0.43273970028771935,-22.350721896313203,-10.417691736256618,-64.41599229137177,-14.844349786233435,0.12903337554977412,1.0276759597654868
5,0.16534698176788387,4.931806517013611,0.8229729514036697,2024-09-10T12:48:33.530,-19.158747060656903,-27.54135031319372,7.159729464605459,-9.095564165228705,0.09879888602108573,9.67496071480407,-27.62245058091884,-1.1958781188647718,1.2879684732420549
6,0.16534698176788387,5.918167820416334,0.9875675416844035,2024-09-10T12:48:35.176,-16.93889382452039,-22.42933924302659,6.059333701294646,-10.75169464163951,-1.3521558722440254,12.416637787418377,-23.963987344967673,-0.8769748915548234,1.2085313616576672
7,0.16534698176788387,6.9045291238190565,1.1521621319651374,2024-09-10T12:48:36.625,-15.062220059895752,-18.93504778678608,5.027676075084963,-12.311650777126722,-2.6703765703150903,15.283918114451762,-21.78835146137857,-0.6940544671872271,1.16303347269441
8,0.16534698176788387,7.890890427221779,1.3167567222458714,2024-09-10T12:48:38.046,-13.502491567234388,-16.366687073428473,4.168996426907691,-13.670541530353326,-3.795906312359176,18.08984996297166,-20.34556260469261,-0.5742457051604566,1.1335880186191185
9,0.16534698176788387,8.8772517306245,1.4813513125266053,2024-09-10T12:48:39.372,-12.20525549565873,-14.395110493898558,3.4801265646862527,-14.829985588834417,-4.740552441024474,20.79083789494983,-19.318551817404963,-0.48963325171857264,1.1129856997516276
10,0.16534698176788387,9.863613034027223,1.6459459028073393,2024-09-10T12:48:40.660,-11.118472507329919,-12.834783116621916,2.932126993609055,-15.816938492294364,-5.532586200473696,23.391396456860374,-18.550133295397128,-0.42671913720656063,1.0977748354642167
11,0.16534698176788387,10.849974337429945,1.810540493088073,2024-09-10T12:48:41.984,-10.19937004651788,-11.570644013827751,2.4948967823603283,-16.660762498372847,-6.200232770611471,25.908006142771843,-17.9535019304128,-0.3781243332956019,1.0860937394833126
12,0.16534698176788387,11.836335640832669,1.975135083368807,2024-09-10T12:48:43.294,-9.414413056241733,-10.526894622307182,2.143351056635037,-17.38718249339211,-6.767423979112991,28.35762135050455,-17.476804558535175,-0.3394697095055057,1.0768488514892596
13,0.16534698176788387,12.82269694423539,2.139729673649541,2024-09-10T12:48:44.589,-8.73765861044093,-9.651422402639074,1.857997725737444,-18.017291615292407,-7.253380505896468,30.754593629901155,-17.087155439258044,-0.30799309951557907,1.069355373338683
14,0.16534698176788387,13.809058247638113,2.304324263930275,2024-09-10T12:48:45.856,-8.149032591376054,-8.907204813383819,1.6240520116906474,-18.567998535948348,-7.673256864271896,33.110300151904106,-16.762689110179494,-0.2818670912896897,1.0631625712040405
15,0.16534698176788387,14.795419551040835,2.468918854211009,2024-09-10T12:48:47.110,-7.632906297074036,-8.267230900924963,1.430363391569309,-19.052782016974756,-8.038957818401926,35.433543083563016,-16.488300197554153,-0.2598350620094303,1.0579616957384592
